DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
1006,2,2,2624,1503,21132,72102,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3553,0,0,2569,12417,10952,7119,39045,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,2,5,4,0,1716,0,0,400,1316,1316,400,0,0,0,400,0,0,1316,0,1316,400,0,0,0,400,0,0,1316,0,1,1,1,1,44,2,1,0,4,44,53,14,99,99,99,99,99,99,99,99,99,13,1,0,0,0,18
1007,0,4,4123,1907,4810,16411,477,49083,999999,9999999,999999,9999999,999999,9999999,0,0,0,2972,5946,0,0,7493,4151,7893,37039,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,2,1,1,288,0,0,0,288,288,0,0,0,0,0,0,0,288,0,192,288,0,0,0,0,0,0,0,288,0,0,0,2,58,2,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,17
1008,0,2,4323,1650,14545,49628,999999,9999999,999999,9999999,1309,119524,999999,9999999,2278,667,5785,3031,11285,0,0,35312,9999999,9999999,9999999,9999999,9999999,9999999,20318,23459,75747,9999999,9,3,3,4,0,1320,0,0,0,1320,1320,0,0,0,0,0,0,0,1320,0,1320,0,0,0,0,0,0,0,1320,0,0,0,1,2,31,2,1,0,5,31,35,10,10,99,99,99,99,99,99,99,99,5,1,0,0,0,7
1009,0,2,7054,530,9861,33646,2614,268981,999999,9999999,999999,9999999,999999,9999999,0,739,0,4547,1505,0,0,27594,31167,59901,177913,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,1,1,1,5344,1440,1232,0,2672,3904,1440,0,1440,0,0,1232,0,2672,0,534,5344,0,1440,0,0,0,1232,0,2672,1,0,1,1,46,0,1,0,5,46,52,13,12,99,99,99,99,99,99,99,99,3,1,0,0,0,22
1010,0,2,4318,1458,14307,48815,808,83173,999999,9999999,999999,9999999,999999,9999999,4033,674,5846,6512,11356,0,0,30947,0,31271,51902,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,4,1,1,1080,0,0,0,1080,1080,0,0,0,0,0,0,0,1080,0,1080,0,0,0,0,0,0,0,1080,0,0,0,0,1,33,2,1,0,3,33,31,99,99,99,99,99,99,99,99,99,99,8,1,0,0,0,10
1011,0,2,5023,1107,21483,73299,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3436,574,3928,5072,4875,12989,14582,35781,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,15000,9,1,8,2,1,4019,0,0,400,3619,4019,0,0,0,400,0,0,0,3619,0,3619,400,0,0,0,400,0,0,3619,0,0,0,0,2,34,2,1,0,3,34,29,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,23
1012,0,5,2445,2772,18854,64330,999999,9999999,999999,9999999,999999,9999999,999999,9999999,5336,891,0,4547,13471,16470,9263,20579,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,5,1,0,716,0,0,0,716,716,0,0,0,0,0,0,0,716,0,716,0,0,0,0,0,0,0,716,0,0,0,1,1,23,2,1,0,2,23,99,99,99,99,99,99,99,99,99,99,99,24,1,0,0,1,5
1013,2,5,903,1298,5159,17603,999999,9999999,999999,9999999,172,15699,999999,9999999,0,784,0,3810,0,0,4202,9591,9999999,9999999,9999999,9999999,9999999,9999999,0,0,15699,9999999,9,2,10,3,0,693,0,0,0,693,231,462,0,0,0,0,0,0,231,462,0,693,0,0,0,0,0,0,0,693,0,0,0,1,46,2,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,13
1014,0,3,4350,1039,4024,13730,292,30047,999999,9999999,999999,9999999,999999,9999999,2961,495,0,3045,0,0,0,10685,0,9839,20208,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,6,1,1,1193,0,0,250,943,943,250,0,0,0,250,0,0,943,0,0,1193,0,0,0,250,0,0,0,943,0,0,0,1,52,2,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,9
1015,0,2,2567,2337,9594,32736,842,86602,999999,9999999,999999,9999999,999999,9999999,3959,0,0,3529,11223,0,0,17984,0,40656,45946,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,6,2,1,1998,0,999,0,999,999,999,0,0,0,0,0,999,999,0,1998,999,0,0,0,0,0,999,999,0,0,0,0,1,42,2,0,0,4,42,19,17,99,99,99,99,99,99,99,99,99,15,1,0,0,0,8
1016,1,2,6481,825,10144,34611,999999,9999999,515,71425,77,7061,999999,9999999,4261,0,0,6603,3511,0,0,24497,9999999,9999999,9999999,506,49710,21209,7061,0,0,9999999,9,3,9,3,0,4200,1400,0,0,2800,2800,1400,0,1400,0,0,0,0,2800,0,4200,1400,0,1400,0,0,0,0,2800,0,0,0,1,2,36,2,1,0,5,36,37,16,11,99,99,99,99,99,99,99,99,9,0,0,0,0,11
1017,2,2,877,756,3899,13303,254,26137,999999,9999999,999999,9999999,999999,9999999,1445,241,0,647,692,4459,876,6629,15646,0,10491,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,4,4,1,1,1122,0,0,250,872,0,1122,0,0,0,250,0,0,0,872,872,250,0,0,0,250,0,0,872,0,0,0,0,1,46,2,0,0,2,46,99,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,19
1018,0,2,2289,2301,18702,63811,490,50421,999999,9999999,172,15699,999999,9999999,0,681,5907,7083,11757,0,0,44971,7985,24198,18238,9999999,9999999,9999999,0,0,15699,9999999,9,1,8,1,1,3360,0,1355,650,1355,678,2683,0,0,0,650,0,1355,678,678,1118,2801,0,0,0,650,0,1355,559,796,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,24
1019,0,4,5193,1087,1417,4835,999999,9999999,372,51547,999999,9999999,999999,9999999,0,0,0,975,398,1535,565,1362,9999999,9999999,9999999,0,51547,0,9999999,9999999,9999999,9999999,9,1,1,1,1,658,0,0,0,658,658,0,0,0,0,0,0,0,658,0,219,658,0,0,0,0,0,0,0,658,0,0,0,1,43,2,0,0,1,43,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
1020,0,1,7224,586,12955,44202,999999,9999999,999999,9999999,350,31966,999999,9999999,3367,562,4881,3462,2239,14093,0,24408,9999999,9999999,9999999,9999999,9999999,9999999,0,31966,0,9999999,9,2,9,2,0,1793,0,0,0,1793,1793,0,0,0,0,0,0,0,1793,0,256,1793,0,0,0,0,0,0,0,1793,0,0,0,1,26,2,1,0,4,26,27,2,99,99,99,99,99,99,99,99,99,1,1,0,0,0,20
1021,0,2,5691,590,6453,22018,644,66261,999999,9999999,999999,9999999,999999,9999999,0,537,3676,2325,1839,0,0,17854,6705,21281,38275,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,11,3,1,2867,380,0,400,2087,2467,400,380,0,0,400,0,0,2087,0,2467,400,380,0,0,400,0,0,2087,0,0,0,0,1,31,2,1,0,2,31,99,99,99,99,99,99,99,99,99,99,99,31,1,0,0,0,20
1022,0,2,7406,751,7638,26062,999999,9999999,0,0,433,39548,999999,9999999,0,671,0,4129,4307,0,0,17626,9999999,9999999,9999999,0,0,0,4644,0,34904,5000,9,2,2,4,0,3090,656,1092,250,1092,1092,1998,0,656,0,250,0,1092,1092,0,811,3090,0,656,0,250,0,1092,0,1092,0,0,0,1,39,2,0,0,4,39,37,60,99,99,99,99,99,99,99,99,99,3,1,0,0,0,11
1023,0,2,7332,724,9955,33966,974,100225,999999,9999999,999999,9999999,999999,9999999,0,638,0,6645,7241,0,0,20080,8670,31934,59621,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,13,2,1,4722,1574,0,400,2748,2748,1974,0,1574,0,400,0,0,2748,0,4322,1974,0,1574,0,400,0,0,2748,0,0,0,1,1,33,1,1,0,4,33,33,3,99,99,99,99,99,99,99,99,99,3,1,0,0,0,24
1024,0,2,9030,257,7440,25385,999999,9999999,549,76141,999999,9999999,999999,9999999,0,0,7056,2344,0,6725,0,16316,9999999,9999999,9999999,0,76141,0,9999999,9999999,9999999,9999999,9,9,4,4,0,3360,1680,0,0,1680,1680,1680,0,1680,0,0,0,0,1680,0,0,3360,0,1680,0,0,0,0,0,1680,0,0,1,1,62,1,1,0,2,62,99,99,99,99,99,99,99,99,99,99,99,52,1,1,0,0,6
1025,0,2,4366,1276,14272,48696,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4576,0,10464,4184,0,9077,10166,25269,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20000,9,3,3,4,0,1148,0,0,0,1148,689,459,0,0,0,0,0,0,689,459,0,1148,0,0,0,0,0,0,0,1148,0,0,1,2,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,71,0,1,0,0,7
1026,1,2,4660,1820,11956,40794,877,90243,999999,9999999,999999,9999999,999999,9999999,4385,732,0,4509,10764,0,0,25521,7300,25264,57679,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,1,1,1500,0,0,0,1500,1500,0,0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,1500,0,0,0,1,1,45,2,1,0,4,45,84,51,99,99,99,99,99,99,99,99,99,12,1,1,1,1,17
1027,4,2,1079,3099,9785,33387,802,82526,999999,9999999,999999,9999999,999999,9999999,2160,361,0,2970,14668,0,0,15749,0,52002,30524,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,5,1,1,2392,0,1196,0,1196,1196,1196,0,0,0,0,0,1196,1196,0,2392,1196,0,0,0,0,0,1196,1196,0,0,0,0,2,63,2,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,62,1,0,0,0,14
1028,0,2,3392,2052,12094,41265,651,66988,999999,9999999,999999,9999999,999999,9999999,6567,0,0,6752,14825,0,0,19688,0,18716,48272,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,3,1,1711,0,0,250,1461,1461,250,0,0,0,250,0,0,1461,0,1461,250,0,0,0,250,0,0,1461,0,0,0,1,1,89,1,0,0,1,89,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
1029,0,3,7062,810,9291,31701,1144,117718,999999,9999999,999999,9999999,999999,9999999,0,675,5855,3441,5718,0,0,22542,7300,26890,83528,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,2,1,1820,864,0,0,956,1820,0,864,0,0,0,0,0,956,0,1820,0,864,0,0,0,0,0,956,0,0,0,1,1,69,1,0,0,4,69,50,7,99,99,99,99,99,99,99,99,99,4,0,1,0,0,8
1030,2,2,1242,1713,6559,22379,343,35295,999999,9999999,999999,9999999,999999,9999999,0,601,4112,1534,0,0,0,20845,10710,20634,3951,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,4,5,1,1,1050,0,0,400,650,650,400,0,0,0,400,0,0,650,0,0,1050,0,0,0,400,0,0,0,650,0,0,1,2,70,1,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,7
1031,0,2,5878,1022,6434,21953,75,7718,999999,9999999,999999,9999999,999999,9999999,1134,0,2271,3233,785,3940,1194,12801,0,0,7718,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,1,1,2987,736,720,0,1531,2267,720,736,0,0,0,0,720,1531,0,373,2987,0,736,0,0,0,720,0,1531,0,0,0,1,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,63,1,1,1,0,10
1032,0,2,5242,1232,6416,21890,558,57376,999999,9999999,999999,9999999,999999,9999999,0,495,3386,6971,1669,0,0,13250,3746,15383,38247,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,2,2,1,6273,1230,1681,0,3362,2401,3872,0,1230,0,0,0,1681,2401,961,1890,5260,0,1230,0,0,0,1681,1013,2349,0,0,1,1,65,1,0,0,2,65,99,99,99,99,99,99,99,99,99,99,99,68,1,1,0,0,12
1033,0,2,6842,697,5729,19547,1376,141590,999999,9999999,999999,9999999,999999,9999999,0,0,0,1495,0,0,2251,15801,3554,23622,114414,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,1,1,1140,0,0,0,1140,1140,0,0,0,0,0,0,0,1140,0,0,1140,0,0,0,0,0,0,0,1140,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,64,0,1,0,0,10
1034,0,2,6836,684,4103,13999,999999,9999999,999999,9999999,1000,91285,999999,9999999,0,0,0,1445,919,5220,0,6415,9999999,9999999,9999999,9999999,9999999,9999999,6271,85014,0,9999999,9,2,1,4,0,2070,690,690,0,690,1553,518,173,518,0,0,690,0,690,0,518,2070,0,690,0,0,0,690,0,690,0,0,0,2,23,2,0,0,1,23,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
1035,0,2,4871,1572,8776,29944,999999,9999999,999999,9999999,218,19910,999999,9999999,2316,0,3357,6110,4192,4593,1287,13762,9999999,9999999,9999999,9999999,9999999,9999999,2079,17831,0,9999999,9,3,4,4,0,4096,1344,1344,400,1008,2352,1744,1344,0,0,400,0,1344,1008,0,1232,4096,0,1344,0,400,0,1344,0,1008,1,0,1,2,70,2,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,8
1036,2,3,2331,815,3874,13218,327,33648,999999,9999999,999999,9999999,999999,9999999,1695,0,0,1549,0,0,636,11033,0,19112,14536,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,3,1,1026,0,0,250,776,776,250,0,0,0,250,0,0,776,0,0,1026,0,0,0,250,0,0,0,776,0,0,1,2,21,2,1,0,3,21,27,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,13
1037,0,2,4582,1464,8541,29143,999999,9999999,478,66314,999999,9999999,999999,9999999,1794,525,0,1408,5106,9700,0,12929,9999999,9999999,9999999,0,66314,0,9999999,9999999,9999999,9999999,9,1,1,3,1,2928,776,0,400,1752,2090,838,776,0,0,400,0,0,1314,438,792,1603,776,0,0,400,0,0,549,1203,0,0,1,2,56,1,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,56,0,1,0,0,16
1038,1,2,6371,943,9852,33615,894,91993,999999,9999999,999999,9999999,999999,9999999,6486,593,5150,1515,0,0,0,32100,4950,24800,62243,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,3,3,1,2496,832,0,0,1664,2496,0,832,0,0,0,0,0,1664,0,0,2496,0,832,0,0,0,0,0,1664,0,0,1,1,70,1,0,0,3,70,41,99,99,99,99,99,99,99,99,99,99,9,1,1,0,1,9
1039,2,2,2652,1333,11062,37744,1082,111338,999999,9999999,999999,9999999,999999,9999999,2745,0,0,1985,9195,0,0,26564,0,47228,64110,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,5,4,1,3360,0,0,0,3360,3360,0,0,0,0,0,0,0,3360,0,3360,0,0,0,0,0,0,0,3360,0,0,0,0,1,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,24
1040,0,2,4421,1197,19654,67059,999999,9999999,999999,9999999,309,28225,999999,9999999,3871,0,5611,6650,10710,11930,9503,28266,9999999,9999999,9999999,9999999,9999999,9999999,0,28225,0,9999999,9,1,8,4,0,2184,842,0,250,1092,1724,461,632,211,0,250,0,0,1092,0,1934,461,632,211,0,250,0,0,1092,0,0,0,0,2,40,2,1,0,4,40,38,18,99,99,99,99,99,99,99,99,99,13,1,0,0,0,11
1041,2,4,758,1060,5328,18179,999999,9999999,999999,9999999,343,31349,999999,9999999,0,0,0,3308,0,0,0,14871,9999999,9999999,9999999,9999999,9999999,9999999,0,0,31349,9999999,9,2,4,1,0,826,0,0,0,826,0,826,0,0,0,0,0,0,0,826,0,826,0,0,0,0,0,0,0,826,0,0,1,1,33,1,1,1,7,33,34,31,26,5,1,99,99,99,99,99,99,1,1,0,0,0,7
1042,0,3,4428,1378,7215,24618,66,6816,726,100720,999999,9999999,999999,9999999,1802,0,3610,5140,4409,0,0,15069,6816,0,0,0,75607,25113,9999999,9999999,9999999,9999999,9,6,2,3,1,3241,737,0,250,2254,2991,250,737,0,0,250,0,0,2254,0,1709,3241,0,737,0,250,0,0,0,2254,0,0,0,1,59,1,1,0,2,59,99,99,99,99,99,99,99,99,99,99,99,65,1,1,0,0,11
1043,2,4,2037,1932,4608,15722,999999,9999999,999999,9999999,999999,9999999,999999,9999999,1137,0,0,922,3143,3360,1975,6322,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,7,1,1,1189,0,0,0,1189,1189,0,0,0,0,0,0,0,1189,0,1189,0,0,0,0,0,0,0,1189,0,0,0,0,1,31,0,1,1,4,31,31,8,99,99,99,99,99,99,99,99,99,4,0,0,0,0,13
1044,0,2,7942,56,12036,41067,533,54846,999999,9999999,999999,9999999,999999,9999999,2662,445,6088,7247,0,8758,0,25062,0,0,54846,9999999,9999999,9999999,9999999,9999999,9999999,120000,2,2,4,4,1,2785,0,0,250,2535,0,2785,0,0,0,250,0,0,0,2535,0,2785,0,0,0,250,0,0,0,2535,0,0,1,1,72,1,1,0,3,72,92,99,99,99,99,99,99,99,99,99,99,81,0,1,0,0,9
1045,2,2,2388,103,5413,18469,401,41263,999999,9999999,999999,9999999,999999,9999999,0,816,0,5021,0,0,0,13448,10221,16111,14931,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,2,1,2475,0,0,650,1825,1825,650,0,0,0,650,0,0,1825,0,0,2475,0,0,0,650,0,0,0,1825,1,0,0,1,60,0,0,0,1,60,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,7
1046,0,2,5636,801,4956,16910,885,91045,999999,9999999,999999,9999999,999999,9999999,0,593,0,3476,4095,0,0,9339,10222,19727,61096,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,6,3,1,2000,600,0,400,1000,1450,550,450,150,0,400,0,0,1000,0,1600,550,450,150,0,400,0,0,1000,0,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
1047,0,4,6601,731,6389,21801,1251,128739,999999,9999999,999999,9999999,999999,9999999,3465,579,5023,6039,1246,0,0,14516,3866,23761,101112,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,1,1,1,1848,924,0,0,924,1848,0,924,0,0,0,0,0,924,0,739,1848,0,924,0,0,0,0,0,924,0,0,0,2,49,2,0,1,1,49,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,9
1048,0,2,1699,3352,9827,33530,409,42086,999999,9999999,999999,9999999,999999,9999999,0,0,0,1529,17103,0,3415,11483,15715,26371,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,1,1,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,1000,0,0,0,0,1,34,2,1,1,6,34,40,17,15,12,99,99,99,99,99,99,99,8,1,0,0,0,6
1049,0,2,4520,148,23547,80342,790,81304,999999,9999999,999999,9999999,999999,9999999,5821,972,19964,15173,0,12685,3120,49364,8909,0,72395,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,6,1,1,2920,0,0,400,2520,2560,360,0,0,400,0,0,0,2160,360,0,2920,0,0,0,400,0,0,0,2520,1,0,1,1,60,2,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,13
1050,0,2,3293,2369,10038,34250,729,75014,999999,9999999,999999,9999999,999999,9999999,3449,0,0,2798,14929,0,1564,14959,5613,20780,48621,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,1,1,1,1632,0,0,0,1632,1632,0,0,0,0,0,0,0,1632,0,1306,1632,0,0,0,0,0,0,0,1632,0,0,1,2,47,2,0,0,3,47,49,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,16
1051,0,5,4523,163,2186,7459,46,4765,999999,9999999,999999,9999999,999999,9999999,0,0,0,1584,0,0,3798,2077,0,4765,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5,2,2,2,1,544,0,0,0,544,544,0,0,0,0,0,0,0,544,0,0,544,0,0,0,0,0,0,0,544,0,0,1,1,89,1,0,1,1,89,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,5
1052,0,2,5140,1251,12855,43861,972,99993,999999,9999999,999999,9999999,999999,9999999,0,582,5049,5669,12123,0,0,26069,9117,33582,57294,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,6,2,1,6199,0,2016,400,3783,3783,2416,0,0,0,400,0,2016,3783,0,5799,2416,0,0,0,400,0,2016,3783,0,1,0,1,1,51,2,1,0,4,51,53,25,99,99,99,99,99,99,99,99,99,20,1,1,0,0,22
1053,0,2,8009,383,11464,39115,999999,9999999,900,124821,999999,9999999,999999,9999999,6638,607,0,2761,639,0,2566,33149,9999999,9999999,9999999,0,87550,37271,9999999,9999999,9999999,9999999,9,3,10,4,0,3612,1204,0,0,2408,2408,1204,0,1204,0,0,0,0,2408,0,452,3612,0,1204,0,0,0,0,0,2408,0,0,1,1,35,0,1,0,6,35,35,13,11,10,99,99,99,99,99,99,99,5,1,0,0,0,10
1054,0,5,5802,913,6022,20547,302,31076,999999,9999999,999999,9999999,999999,9999999,3769,629,0,3446,3360,0,0,13741,2019,12411,16646,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,9,1,1,543,0,0,0,543,543,0,0,0,0,0,0,0,543,0,543,0,0,0,0,0,0,0,543,0,0,0,1,1,61,1,0,0,1,61,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,3
1055,0,5,4896,1342,4158,14187,1175,120893,999999,9999999,999999,9999999,999999,9999999,0,0,0,3998,3591,0,0,6598,7453,37419,76021,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,2,1,570,0,0,0,570,570,0,0,0,0,0,0,0,570,0,285,570,0,0,0,0,0,0,0,570,0,0,0,2,62,2,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,7
1056,2,5,1365,699,4585,15644,34,3499,999999,9999999,999999,9999999,999999,9999999,0,530,0,4921,1638,0,0,9085,954,1838,707,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,7,1,1,1615,0,0,0,1615,1615,0,0,0,0,0,0,0,1615,0,1615,0,0,0,0,0,0,0,1615,0,0,0,0,2,85,1,1,0,2,85,99,99,99,99,99,99,99,99,99,99,99,82,0,1,0,0,20
1057,0,2,3281,2360,17818,60795,1417,145809,999999,9999999,999999,9999999,999999,9999999,3230,539,0,6642,14843,0,1451,37859,44559,46690,54560,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,8,3,1,2642,0,0,400,2242,1868,774,0,0,0,400,0,0,1868,374,2242,400,0,0,0,400,0,0,2242,0,0,0,1,2,60,2,1,0,3,60,66,99,99,99,99,99,99,99,99,99,99,9,1,1,0,0,24
1058,0,2,3086,1943,11883,40545,999999,9999999,999999,9999999,1525,139278,999999,9999999,5727,957,8302,11106,3864,0,0,25575,9999999,9999999,9999999,9999999,9999999,9999999,0,100837,38441,9999999,9,2,2,4,0,1702,0,0,400,1302,1302,400,0,0,0,400,0,0,1302,0,463,1239,0,0,0,400,0,0,463,839,0,0,1,1,85,1,0,0,1,85,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
1059,0,4,5349,1445,9804,33451,1451,149289,999999,9999999,999999,9999999,999999,9999999,4671,0,0,4573,8690,0,0,20188,10456,38712,100121,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,2,1,1,667,134,0,0,533,667,0,134,0,0,0,0,0,533,0,444,667,0,134,0,0,0,0,0,533,0,0,1,2,47,0,1,0,3,47,75,99,99,99,99,99,99,99,99,99,99,21,1,0,0,0,7
1060,4,2,386,3783,21208,72362,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4729,790,0,4862,29487,14594,3439,19980,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,3,1,1,1035,0,0,0,1035,1035,0,0,0,0,0,0,0,1035,0,1035,0,0,0,0,0,0,0,1035,0,0,0,1,1,60,1,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,48,1,0,0,0,10
1061,0,2,2981,2233,18753,63985,310,31899,999999,9999999,999999,9999999,999999,9999999,4191,700,0,3183,17842,0,1832,41128,0,13750,18149,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,3,1,3850,0,1925,400,1525,1525,2325,0,0,0,400,0,1925,1525,0,3450,2325,0,0,0,400,0,1925,1525,0,1,0,1,2,32,2,1,0,4,32,26,7,99,99,99,99,99,99,99,99,99,1,1,0,0,0,24
1062,0,4,4334,1597,4804,16390,838,86230,999999,9999999,999999,9999999,999999,9999999,0,0,0,2384,6096,0,0,7910,4915,9347,71968,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,1,1,1,644,0,0,0,644,644,0,0,0,0,0,0,0,644,0,322,644,0,0,0,0,0,0,0,644,0,0,0,1,38,2,0,0,2,38,99,99,99,99,99,99,99,99,99,99,99,12,1,0,1,1,7
1063,0,2,3959,418,11685,39871,1317,135471,999999,9999999,999999,9999999,999999,9999999,0,1103,0,6040,4494,0,3279,26058,20575,39599,75297,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,3,1,3189,0,0,0,3189,3189,0,0,0,0,0,0,0,3189,0,3189,0,0,0,0,0,0,0,3189,0,1,0,0,1,47,0,1,0,3,47,43,99,99,99,99,99,99,99,99,99,99,13,1,0,0,0,21
1064,0,2,3701,1613,9794,33417,999999,9999999,605,83905,69,6318,240,32400,0,0,6142,6566,4505,8403,0,13943,9999999,9999999,9999999,0,83905,0,6318,0,0,9999999,9,2,5,4,0,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,400,1000,0,0,0,0,0,0,0,1000,0,0,1,1,82,1,0,0,2,82,99,99,99,99,99,99,99,99,99,99,99,42,0,1,0,1,3
1065,0,2,7056,193,11863,40477,23,2386,999999,9999999,999999,9999999,102,13813,3961,662,4529,4471,1081,8633,0,26292,2386,0,0,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,3,8,4,1,1512,0,0,0,1512,907,605,0,0,0,0,0,0,907,605,1512,0,0,0,0,0,0,0,1512,0,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,62,0,1,0,0,10
